,Coefficient
OGMEACPR,0.0001420232692779825
HBZOPT,0.00014183261589432788
GK1,0.00014163348563515568
BTS5,0.00014144113489166163
GLUTRR,0.0001414018907568881
PPNCL2,0.0001413293765720104
UAGDP,0.00014126918681320834
EPMEACPR,0.00014124332591532762
MOAT2,0.0001411176077739197
ADSL1r,0.0001409515622336019
IPMD,0.00014089443103983024
MTHFR2,0.00014088616293204284
DHAD2,0.00014077939296339772
OGMEACPD,0.000140667885120595
ALATA_L,0.00014062575159893027
PRMICI,0.00014060494381512963
RBFSa,0.00014053549219737675
ARGSL,0.00014051861144901665
CYSTL,0.00014049364317023706
IMPC,0.0001404935552773098
UAGPT3,0.00014047836086424471
USHD,0.00014045206071698098
PSSA160,0.0001403307522138512
PMEACPE,0.00014030489612819533
SERAT,0.00014029395155990058
UAAGDS,0.0001402768833332945
OCTDPS,0.0001402609289568803
THRD_L,0.0001402124071635865
OMCDC,0.00014015406989034744
DUTPDP,0.00014012583590870521
DHFR,0.00014011885883351356
UPP3S,0.00014010148750981066
KDOPP,0.00014009884440220128
GLUPRT,0.00014009854969264173
BPNT,0.0001400918057228532
DAPE,0.00014009179600884959
G5SADs,0.00014006966545571523
A5PISO,0.00014006064148573902
G3PAT160,0.00014004930530346935
ASP1DC,0.00013999676465045898
FESD1s,0.00013999621941108818
IPDPS,0.00013995836372583805
GMPS,0.00013995475105042858
CTPS2,0.0001399516218811854
PSSA161,0.0001399393829857298
PRASCSi,0.00013993820200211408
DNMPPA,0.00013991012744848631
PSD160,0.0001398898016490421
MECDPS,0.00013988265132611294
IPPMIa,0.00013987352596378115
I4FE4SR,0.0001398643721583559
AGPAT160,0.00013986223543524122
PRAIi,0.00013986119209417409
G3PAT161,0.00013984847132275118
ACODA,0.00013983046288981686
THZPSN3,0.00013982922420898716
UPPDC1,0.0001398089089811498
PANTS,0.0001397852665332479
SHK3Dr,0.0001397760458012212
IGPDH,0.00013975401416139123
PTPATi,0.00013974429766609516
OCBT,0.0001396939768807749
AMAOTr,0.00013968864659426
AIRC2,0.00013967841324585956
PGAMT,0.00013967435244910745
CHRPL,0.00013965440783876055
CYTK1,0.00013962981700057237
AOXSr2,0.00013959312499260294
MOAT,0.00013958400463389125
DHQS,0.0001395637657466581
DHPS2,0.00013954798138017307
EGMEACPR,0.00013953755337785896
DAPDC,0.00013953307973483918
PHETA1,0.0001394956358420247
HMBS,0.00013949112346126676
ACGS,0.00013948339897676098
MECDPDH5,0.00013947399388548827
ASPO6,0.00013946960174124074
OPHBDC,0.00013945716575340092
UDCPDP,0.000139450200773139
DNTPPA,0.00013944420116995265
PPNDH,0.00013943422325979216
ADCL,0.00013943317456545552
UAMAGS,0.00013941491928684714
TMPPP,0.00013939189700154972
ADSL2r,0.0001393819759491519
ILETA,0.00013935746399904074
GTPCI,0.00013934596370075228
AGPAT161,0.0001393351160058366
PRAGSr,0.00013931131240778568
OPMEACPD,0.00013929110349431906
TDSK,0.00013928951669515662
PMPK,0.00013926879940215196
PPND,0.00013924655749701843
HISTP,0.0001392322223243734
KARA1,0.00013923081664757306
METAT,0.00013918001860525425
ADSS,0.00013917971147011963
DPCOAK,0.00013912589236348983
UAGAAT,0.00013911307387027864
FMNAT,0.0001390867614673949
SADT2,0.00013908021233564581
CBMKr,0.00013906669220177206
UPP3MT,0.000139051679332656
DHDPRy,0.00013903964732666925
IGPS,0.0001390284705511608
OPMEACPS,0.00013900112276894289
ORPT,0.00013899508672910403
PAPSR,0.00013896056697163456
ANS,0.0001389484684010994
UAPGR,0.0001389356755322627
CHORS,0.00013892679050810943
VALTA,0.0001389188648798789
ANPRT,0.00013890711381986991
TMPK,0.0001388924646979041
SHCHF,0.00013888533022203602
ACHBS,0.00013884630634823425
PRATPP,0.00013884459195689903
GLU5K,0.00013884059092850913
QULNS,0.00013883735050993553
TMDS,0.00013883304397589296
NNATr,0.0001388329408373204
DTMPK,0.0001388251701809062
DHPPDA2,0.00013878847954507117
DHDPS,0.0001387390732227205
LPADSS,0.00013872353670991758
DASYN161,0.00013872198185321512
PRAIS,0.0001387178105101155
DDPA,0.00013871591783032853
ACLS,0.00013867838306356084
G1PACT,0.00013866120154723465
METS,0.00013863999543698992
AGPR,0.00013862234264988687
HISTD,0.0001386159087131823
ARGSS,0.00013860944287178776
AMPMS2,0.00013859192500132331
CPPPGO,0.0001385697190498923
RNTR1c2,0.00013856823407293773
RBFK,0.00013854624751303556
ACOTA,0.00013854052896576581
DXPS,0.00013853579588807107
U23GAAT,0.00013852029152403505
PRFGS,0.00013851053504450442
NADS1,0.00013850764589574792
G5SD,0.00013847299517537413
OPMEACPR,0.00013844557163610453
IG3PS,0.0001384421718914323
GRTT,0.00013843460294131506
GF6PTA,0.00013842554526971525
RHCCE,0.0001384107450169411
PMDPHT,0.00013837234848710503
UDCPDPS,0.00013837197477137422
UHGADA,0.0001383570157176324
CDPMEK,0.0001383456194292288
TYRL,0.00013833831147723664
DBTS,0.00013833803994398015
SHCHD2,0.00013833533822658813
I2FE2SS2,0.00013832143154375318
THDPS,0.0001383195829723292
ATPPRT,0.00013830968085659824
UMPK,0.0001383027018104806
GLUR,0.00013828917790455406
KDOPS,0.00013827731156139947
OGMEACPS,0.00013826409177779218
NNDPR,0.00013826208917185867
ACACT2r,0.00013825926025958264
ASPCT,0.00013824517512758106
SDPTA,0.00013824455994984123
RBFSb,0.00013823899885181617
AHCYSNS,0.000138208941471976
KARA2,0.00013819044871425196
UAMAS,0.00013816729741806998
DHORTS,0.000138163010915217
PUNP1,0.000138162082689578
HSST,0.0001381574353521875
DHFS,0.00013815652753045002
PDX5PS,0.00013815594609894202
ADCS,0.00013814201517944766
ADSK,0.00013813688623473641
DB4PS,0.0001381364903721551
MOHMT,0.00013812064448726375
ECOAH7,0.0001381158454050945
PSCVT,0.00013810301858684773
CHORM,0.00013804799768301541
TYRTA,0.00013802010929244828
DHQTi,0.00013800829678233147
DASYN160,0.00013800237455325687
PRAMPC,0.0001379500201037416
HSTPT,0.00013792969047652962
NADK,0.00013792357644301306
GTPCII2,0.00013791647870120593
MALCOAMT,0.00013789634307678913
PAPPT3,0.00013786327010035265
HACD7,0.00013785506190867503
FACOAE120,0.00013781890406539663
PSD161,0.00013779321074188956
DPR,0.00013778193780564698
IMPD,0.00013771988103389142
5DOAN,0.00013767964260093295
PPCDC,0.0001376777008898562
GLUTRS,0.0001376633132887714
ACACT4r,0.0001376579526358695
AIRC3,0.00013765794299637607
HACD2,0.00013754372220988736
TRPS3,0.00013751558571741142
SHKK,0.00013751412814933832
AICART,0.00013751044822924176
SDPDS,0.00013749608519483914
SHSL1,0.000137471971677481
DMATT,0.00013746969779771754
LEUTAi,0.00013745778544891357
HACD3,0.00013743306177999498
ICYSDS,0.00013742731502335077
P5CR,0.00013741443941551074
OPHHX3,0.00013735688503816877
PPBNGS,0.00013735060936524357
DHAD1,0.00013734927217889681
DHNPA2r,0.00013732371053252248
PDX5PO2,0.0001373142369352436
FCLT,0.00013729483159326418
IPPMIb,0.00013726958176781302
FESR,0.0001372281445280982
ALAR,0.00013720314693526384
PNTK,0.00013719689118410933
DMPPS,0.0001371916166035487
UAGCVT,0.00013708634005009753
APRAUR,0.00013707900224844383
SULR,0.00013706455448497752
PPA,0.0001370307902330854
HPPK2,0.00013694424447538572
G1SAT,0.00013692675365724604
DXPRIi,0.00013692647203344594
CYSS,0.00013692525352880107
ACOAD1fr,0.00013691873856531061
I2FE2ST,0.00013691588041118285
ACOAD5f,0.00013690463102680923
UGMDDS,0.00013687539096983637
I2FE2SR,0.00013682598095287097
ASNS2,0.00013681990691301354
I2FE2SS,0.00013681742612352401
ACACT5r,0.00013678836324699384
ACGK,0.00013667136281805722
ALAALAr,0.00013664246462931218
IPPS,0.00013661128815942145
MCTP1App,0.00013659772788568385
ACOAD7f,0.0001365768271763811
ADNK1,0.00013655281824744863
KDOCT2,0.00013653099989604608
HACD1,0.00013650211003836936
ACACT7r,0.00013647773901203546
MEPCT,0.00013642605353220055
TRDR,0.00013641062513936514
GLUDy,0.00013640178134385076
ECOAH4,0.0001363809569427878
ECOAH1,0.00013637472325466246
AACPS7,0.00013626926625774665
OMPDC,0.00013618035913673943
ACOAD4f,0.00013614956022971926
PRPPS,0.00013603080844976138
SPODM,0.00013597709193062957
ASPTA,0.00013596513359806264
ECOAH2,0.0001358919100489222
HACD5,0.00013580100161690378
GLNS,0.00013580077275703517
ACACT1r,0.00013579825441434041
